Event #,Case #,Incident Type,Date/Time Reported,Date/Time Occurred,Location,Disposition
2025011660,-,BURGLARY ALARM,3/3/25  12:46:36AM,3/3/25  12:46:36AM,300-BLOCK PORTOLA PZ,FIELD INTERVIEWED
2025011630,-,PATIENT WALK AWAY,3/2/25  10:39:17PM,3/2/25  10:39:17PM,757 WESTWOOD PZ,INFORMATION ONLY
2025011618,-,BURGLARY ALARM,3/2/25  10:19:42PM,3/2/25  10:19:42PM,300-BLOCK PORTOLA PZ,NON-CRIMINAL MATTER
2025011596,-,UNAUTHORIZED SUBJECTS,3/2/25  7:03:53PM,3/2/25  7:03:53PM,425 WESTWOOD PZ,WARNED OR ADVISED
2025011588,-,UNAUTHORIZED SUBJECTS,3/2/25  6:06:34PM,3/2/25  6:06:34PM,308 WESTWOOD PZ,WARNED OR ADVISED
2025011583,-,SUSPICIOUS CIRCUMSTANCES,3/2/25  4:35:57PM,3/2/25  4:35:57PM,221 WESTWOOD PZ,FIELD INTERVIEWED
2025011582,-,PETTY THEFT,3/2/25  4:26:57PM,3/2/25  4:26:57PM,757 WESTWOOD PZ,WARNED OR ADVISED
2025011580,25-0454,PETTY THEFT - FROM BUILDINGS,3/1/25  8:45:00PM,3/2/25  3:14:00PM,"OLYMPIC HALL, 267 DE NEVE DR",Unknown
2025011573,-,FIRE ALARM,3/2/25  2:54:49PM,3/2/25  2:54:49PM,300-BLOCK CHARLES E YOUNG DR W,REFERRED TO OUTSIDE AGENCY
2025011572,-,FIRE ALARM,3/2/25  2:54:30PM,3/2/25  2:54:30PM,"EVERGREEN PASS, 331 CHARLES E YOUNG DR W",REPORT TAKEN
2025011564,-,RAPE REPORT,3/2/25  12:18:48PM,3/2/25  12:18:48PM,600-BLOCK WESTWOOD PZ,REFERRED TO OUTSIDE AGENCY
2025011554,25-0455,PROPERTY REPORT ONLY,3/2/25  11:29:00AM,3/2/25  11:29:00AM,10320 LINDBROOK DR,Unknown
2025011551,-,SUSPICIOUS CIRCUMSTANCES,3/2/25  10:56:58AM,3/2/25  10:56:58AM,325 DE NEVE DR,WARNED OR ADVISED
2025011544,25-0453,VEHICLE TOW REPORT,3/2/25  10:27:00AM,3/2/25  10:38:00AM,999 BROXTON AVE/WEYBURN AVE,Unknown
2025011538,-,UNAUTHORIZED SUBJECTS,3/2/25  9:35:22AM,3/2/25  9:35:22AM,404 WESTWOOD PZ,INFORMATION ONLY
2025011505,-,UNAUTHORIZED SUBJECTS,3/2/25  5:15:58AM,3/2/25  5:15:58AM,350 DE NEVE DR,DETAIL HANDLED: NO REPORT
2025011504,-,MISC PC CODE VIOLATION,3/2/25  4:41:36AM,3/2/25  4:41:36AM,350 DE NEVE DR,NON-CRIMINAL MATTER
2025011484,-,ASSAULT WITH A DEADLY WEAPON,3/2/25  2:10:10AM,3/2/25  2:10:10AM,"BROXTON AVE/WEYBURN AVE, Updated as of:",Unknown
2025011471,-,SUSPICIOUS CIRCUMSTANCES,3/2/25  1:36:45AM,3/2/25  1:36:45AM,330 DE NEVE DR,INFORMATION ONLY
2025011469,-,FIRE ALARM,3/2/25  12:55:52AM,3/2/25  12:55:52AM,400-BLOCK GAYLEY AVE,REFERRED TO OUTSIDE AGENCY
2025011468,-,FIRE ALARM,3/2/25  12:53:58AM,3/2/25  12:53:58AM,"GARDENIA WAY, 470 GAYLEY AVE",REPORT TAKEN
2025011458,-,SUSPICIOUS CIRCUMSTANCES,3/1/25  10:57:30PM,3/1/25  10:57:30PM,GAYLEY AVE/STRATHMORE DR,INFORMATION ONLY
2025011453,-,MISC VC CODE VIOLATION,3/1/25  10:28:06PM,3/1/25  10:28:06PM,BROXTON AVE/LE CONTE AVE,REFERRED TO OUTSIDE AGENCY
2025011450,25-0452,MENTAL DISORDER 72 HR OBSERVATION,3/1/25  9:54:00PM,3/1/25  9:54:00PM,700-BLOCK WESTWOOD PZ,Unknown
2025011449,-,UNAUTHORIZED SUBJECTS,3/1/25  9:43:22PM,3/1/25  9:43:22PM,267 DE NEVE DR,UNABLE TO LOCATE
2025011423,-,K9 BOMB SWEEP REQUEST,3/1/25  3:28:23PM,3/1/25  3:28:23PM,301 WESTWOOD PZ,DETAIL HANDLED: NO REPORT
2025011420,-,THREATS REPORT,3/1/25  1:09:24PM,3/1/25  1:09:24PM,270 DE NEVE DR,REFERRED TO OUTSIDE AGENCY
2025011413,-,MISSING PERSON(S),3/1/25  11:09:43AM,3/1/25  11:09:43AM,757 WESTWOOD PZ,REPORT
2025011411,-,BURGLARY ALARM,3/1/25  10:33:41AM,3/1/25  10:33:41AM,300-BLOCK WESTWOOD PZ,NON-CRIMINAL MATTER
2025011405,25-0451,VEHICLE TOW REPORT,3/1/25  5:06:51PM,3/1/25  5:06:52PM,655 CHARLES E YOUNG DR S/GAYLEY AVE,Unknown
2025011402,-,BURGLARY FROM MOTOR VEHICLE RE,3/1/25  9:42:00AM,3/1/25  9:42:00AM,3175 S SEPULVEDA BLVD,REPORT
2025011392,-,UNAUTHORIZED SUBJECTS,3/1/25  8:06:42AM,3/1/25  8:06:42AM,308 WESTWOOD PZ,WARNED OR ADVISED
2025011390,25-0450,DRIVING UNDER INFLUENCE ALCOHOL AND DRUG,3/1/25  6:15:00AM,3/1/25  6:15:00AM,10949 WEYBURN AVE/BROXTON AVE,Unknown
2025011387,-,BURGLARY ALARM,3/1/25  4:06:13AM,3/1/25  4:06:13AM,2200-BLOCK MICHIGAN AVE,PARTY
2025011385,25-0448,PROPERTY REPORT ONLY,2/28/25  3:00:00PM,2/28/25  3:00:00PM,THE COURT OF SCIENCES STUDENT CENTER,Unknown
2025011378 2025011378 2025011378,25-0449 25-0449 25-0449,POSSESS NARCOTIC CONTROLLED SUBSTANCE (2) DRIVING UNDER INFLUENCE ALCOHOL (3) POSSESS/USE FALSE EVIDENCE OF AGE,3/1/25  10:24:12AM  3/1/25  10:24:12AM  3/1/25  10:24:12AM,3/1/25  10:24:13AM  3/1/25  10:24:13AM  3/1/25  10:24:13AM,"1099 GAYLEY AVE/KINROSS AVE, 1099 GAYLEY AVE/KINROSS AVE, 1099 GAYLEY AVE/KINROSS AVE, Updated as of:",Unknown
2025011375,-,SUSPICIOUS CIRCUMSTANCES,3/1/25  1:54:19AM,3/1/25  1:54:19AM,10918 STRATHMORE DR,WARNED OR ADVISED
2025011373,25-0447,DOMESTIC VIOLENCE INCIDENT REPORT (NON-CRIMINAL),3/1/25  1:42:00AM,3/1/25  1:42:00AM,10884 KINROSS AVE/WESTWOOD BLVD,Unknown
2025011369,25-0446,PROPERTY REPORT ONLY,2/28/25  3:00:00PM,2/28/25  3:00:00PM,9040 BEVERLY BLVD,Unknown
2025011368,-,ACTUAL FIRE,3/1/25  1:01:19AM,3/1/25  1:01:19AM,10966 ROEBLING AVE,REPORT TAKEN
2025011362,-,BURGLARY ALARM,3/1/25  12:48:02AM,3/1/25  12:48:02AM,100-BLOCK DE NEVE DR,NON-CRIMINAL MATTER
2025011326,-,MISC PC CODE VIOLATION,2/28/25  10:03:17PM,2/28/25  10:03:17PM,601 WESTWOOD PZ,REFERRED TO OUTSIDE AGENCY
2025011313,25-0445,ASSAULT,2/28/25  7:49:00PM,2/28/25  7:49:00PM,888 HILGARD AVE,Unknown
2025011299,25-0444,THEFT:MISREPRESENT AS ACCESS CARD HOLDER (OVER $400),2/26/25  8:00:00PM,2/28/25  12:00:00PM,"RONALD REAGAN UCLA MEDICAL CENTER, 757 WESTWOOD PZ",Unknown
2025011292,-,UNCONSCIOUS,2/28/25  5:31:05PM,2/28/25  5:31:05PM,760 WESTWOOD PZ,DETAIL HANDLED: NO REPORT
2025011288,25-0443,TAKE VEHICLE WITHO OWNER`S CONSENT/VEHICLE THEFT,2/25/25  11:30:00PM,2/28/25  4:40:00PM,"TIPUANA, 900 WEYBURN PL",Unknown
2025011287,-,BURGLARY ALARM,2/28/25  5:18:20PM,2/28/25  5:18:20PM,700-BLOCK WESTWOOD PZ,NON-CRIMINAL MATTER
2025011278,-,FIRE ALARM,2/28/25  4:38:25PM,2/28/25  4:38:25PM,"RONALD REAGAN UCLA MEDICAL CENTER, 757 WESTWOOD PZ",REPORT TAKEN
2025011270,-,INVESTIGATION,2/28/25  3:26:44PM,2/28/25  3:26:44PM,11000 KINROSS AVE,NON-CRIMINAL MATTER
2025011268,25-0442,MISC PC CODE VIOLATION,2/28/25  4:44:37PM,2/28/25  4:44:38PM,,Unknown
2025011252,-,PATIENT WALK AWAY,2/28/25  1:22:17PM,2/28/25  1:22:17PM,1250 16TH ST,INFORMATION ONLY
2025011251,25-0441,GRAND THEFT - OTHER,2/27/25  11:00:00PM,2/28/25  6:00:00AM,"ACKERMAN UNION, 308 WESTWOOD PZ",Unknown
2025011246,-,DISTURBING THE PEACE,2/28/25  12:21:51PM,2/28/25  12:21:51PM,306 WESTWOOD PZ,NON-CRIMINAL MATTER
2025011215,25-0439,PETTY THEFT - FROM BUILDINGS,2/27/25  9:00:00AM,2/27/25  3:00:00PM,"UCLA SANTA MONICA HOSPITAL, 1250 16TH ST",Unknown
2025011212 2025011212,25-0440 25-0440,MISSING PERSON REPORT (2) MENTAL DISORDER 72 HR OBSERVATION,2/28/25  3:30:00AM  2/28/25  3:30:00AM,2/28/25  3:30:00AM  2/28/25  3:30:00AM,"UCLA POLICE STATION, 601 WESTWOOD PZ, 600-BLOCK WESTWOOD PZ, Updated as of:",Unknown
2025011204,-,5150WIC,2/28/25  8:13:17AM,2/28/25  8:13:17AM,800-BLOCK WESTWOOD PZ,DETAIL HANDLED: NO REPORT
2025011178,25-0438,WARRANT ARREST,2/28/25  5:23:00AM,2/28/25  5:23:00AM,"PAULEY PAVILION, 301 WESTWOOD PZ",Unknown
2025011136,25-0437,MISCELLANEOUS INCIDENT REPORT,2/27/25  11:50:00PM,2/27/25  11:50:00PM,"UCLA SANTA MONICA HOSPITAL, 1250 16TH ST",Unknown
2025011126,-,UNAUTHORIZED SUBJECTS,2/27/25  11:02:15PM,2/27/25  11:02:15PM,545 GLENROCK AVE,NON-CRIMINAL MATTER
2025011125,25-0436,UNKNOWN TROUBLE,2/27/25  10:59:09PM,2/27/25  10:59:10PM,SIGMA CHI FRATERNITY,Unknown
2025011117,-,SUSPICIOUS CIRCUMSTANCES,2/27/25  10:12:50PM,2/27/25  10:12:50PM,459 GAYLEY AVE,INFORMATION ONLY
2025011099,-,FIRE ALARM,2/27/25  8:18:15PM,2/27/25  8:18:15PM,"PARKING STRUCTURE 7, 336 CHARLES E YOUNG DR N",REPORT TAKEN
2025011098,-,SUSPICIOUS CIRCUMSTANCES,2/27/25  8:16:19PM,2/27/25  8:16:19PM,555 WESTWOOD PZ,INFORMATION ONLY
2025011097,-,ROBBERY,2/27/25  7:48:26PM,2/27/25  7:48:26PM,601 WESTWOOD PZ,NON-CRIMINAL MATTER
2025011079,25-0435,TRAFFIC COLLIS UNIVERSITY VEH,2/27/25  5:00:29PM,2/27/25  5:00:29PM,"PARKING STRUCTURE 2, 602 CHARLES E YOUNG DR E",OPEN CASE: TO BE ASSIGNED
2025011074,25-0578,UNIVERSITY PROPERTY DAMAGE RPT,2/27/25  3:56:42PM,2/27/25  3:56:42PM,"SPROUL HALL TURNAROUND, 350 DE NEVE DR",OPEN CASE: TO BE ASSIGNED
2025011064,-,5150WIC,2/27/25  2:44:31PM,2/27/25  2:44:31PM,1200-BLOCK 15TH ST,CANCELLED BY REPORTING PARTY
2025011063 2025011063 2025011063 2025011063 2025011063,25-0434 25-0434 25-0434 25-0434 25-0434,GRAND THEFT - OTHER (2) OBTAIN MONEY/ETC BY FALSE PRETENSES (OVER $950) (3) ACCESS COMPUTER/ALTER/ETC DATA:DEVISE SCHEME/ETC DEFRAUD/ETC (4) APPROPRIATE LOST PROPERTY (5) CONSPIRACY:COMMIT CRIME,2/27/24  2:28:00PM  2/27/24  2:28:00PM  2/27/24  2:28:00PM  2/27/24  2:28:00PM  2/27/24  2:28:00PM,2/27/24  2:45:00PM  2/27/24  2:45:00PM  2/27/24  2:45:00PM  2/27/24  2:45:00PM  2/27/24  2:45:00PM,"799 CHARLES E YOUNG DR S/WESTWOOD PZ, 799 CHARLES E YOUNG DR S/WESTWOOD PZ, 799 CHARLES E YOUNG DR S/WESTWOOD PZ, 799 CHARLES E YOUNG DR S/WESTWOOD PZ, 799 CHARLES E YOUNG DR S/WESTWOOD PZ",Unknown
2025011059,-,SUSPICIOUS CIRCUMSTANCES,2/27/25  2:01:06PM,2/27/25  2:01:06PM,415 GAYLEY AVE,INFORMATION ONLY
2025011056,-,SUBJECT REFUSING TO LEAVE,2/27/25  1:49:23PM,2/27/25  1:49:23PM,"800 WESTWOOD PZ, Updated as of:",Unknown
2025011042,-,MISC PC CODE VIOLATION,2/27/25  12:23:16PM,2/27/25  12:23:16PM,601 WESTWOOD PZ,DETAIL HANDLED: NO REPORT
2025011039,-,MISDEMEANOR HIT AND RUN REPORT,2/27/25  12:07:18PM,2/27/25  12:07:18PM,409 CHARLES E YOUNG DR W,INFORMATION ONLY
2025011037,25-0433,TRAFFIC COLLISION REPORT,2/27/25  11:44:00AM,2/27/25  11:44:00AM,300 MEDICAL PZ,Unknown
2025011026,-,SUSPICIOUS CIRCUMSTANCES,2/27/25  10:26:17AM,2/27/25  10:26:17AM,HILGARD AVE/SUNSET BLVD,DETAIL HANDLED: NO REPORT
2025011023,-,BURGLARY ALARM,2/27/25  10:15:41AM,2/27/25  10:15:41AM,500-BLOCK PORTOLA PZ,NON-CRIMINAL MATTER
2025011006,-,FIRE ALARM,2/27/25  9:06:45AM,2/27/25  9:06:45AM,"RIEBER HALL, 310 DE NEVE DR",REPORT TAKEN
2025010909 2025010909,25-0431 25-0431,PARAPHERNALIA - POSSESS UNLAWFUL (2) FELON PURCHASE/POSSESS/USE TEAR GAS/ETC,2/27/25  12:07:00AM  2/27/25  12:07:00AM,2/27/25  12:07:00AM  2/27/25  12:07:00AM,"SEPULVEDA BLVD/OHIO AVE, SEPULVEDA BLVD/OHIO AVE",Unknown
2025010900,25-0432,MENTAL DISORDER 72 HR OBSERVATION,2/27/25  12:01:00AM,2/27/25  12:01:00AM,300-BLOCK DE NEVE DR,Unknown
2025010897,-,SUSPICIOUS CIRCUMSTANCES,2/26/25  11:12:37PM,2/26/25  11:12:37PM,520 PORTOLA PZ,NON-CRIMINAL MATTER
2025010870,25-0430,TAKE VEHICLE WITHO OWNER`S CONSENT/VEHICLE THEFT,2/26/25  12:20:00PM,2/26/25  2:00:00PM,"BOELTER HALL, 580 PORTOLA PZ",Unknown
2025010850,25-0429,GRAND THEFT - FROM BUILDINGS,2/3/25  4:00:00PM,2/10/25  6:00:00PM,"BOELTER HALL, 580 PORTOLA PZ",Unknown
2025010841,-,SUSPICIOUS CIRCUMSTANCES,2/26/25  6:27:25PM,2/26/25  6:27:25PM,459 GAYLEY AVE,INFORMATION ONLY
2025010830,-,BURGLARY ALARM,2/26/25  5:06:29PM,2/26/25  5:06:29PM,500-BLOCK PORTOLA PZ,NON-CRIMINAL MATTER
2025010818,25-0427,IDENTITY THEFT: GET CREDIT/ETC OTHER`S ID,2/26/25  10:30:00AM,2/26/25  10:30:00AM,410 CHARLES E YOUNG DR E,Unknown
2025010816,25-0428,PETTY THEFT - MOTOR VEH PARTS AND ACCESSORIES,2/23/25  12:00:30PM,2/23/25  12:00:31PM,638 LANDFAIR AVE,Unknown
2025010815,-,POSSESSION OF A WEAPON,2/26/25  3:11:09PM,2/26/25  3:11:09PM,10889 WILSHIRE BLVD,FIELD INTERVIEWED
2025010805,-,INDECENT EXPOSURE,2/26/25  2:21:41PM,2/26/25  2:21:41PM,10984 LE CONTE AVE,DETAIL HANDLED: NO REPORT
2025010804 2025010804,25-0426 25-0426,GRAND THEFT - OTHER (2) TAKE VEHICLE WITHO OWNER`S CONSENT/VEHICLE THEFT,2/25/25  11:33:00AM  2/25/25  11:33:00AM,2/25/25  3:15:00PM  2/25/25  3:15:00PM,"BOULEVARD APARTMENTS, 1515 GRANVILLE AVE, Updated as of:, BOULEVARD APARTMENTS, 1515 GRANVILLE AVE",Unknown
2025010793,-,SUSPICIOUS CIRCUMSTANCES,2/26/25  1:27:10PM,2/26/25  1:27:10PM,440 CHARLES E YOUNG DR W,NON-CRIMINAL MATTER
2025010792,25-0425,VEHICLE TOW REPORT,2/26/25  4:09:19PM,2/26/25  4:09:20PM,"PALM COURT, 945 WEYBURN TER",Unknown
2025010783 2025010783,25-0424 25-0424,SHOPLIFTING (2) GIVE FALSE ID TO PO,2/26/25  11:56:00AM  2/26/25  11:56:00AM,2/26/25  12:25:00PM  2/26/25  12:25:00PM,"ACKERMAN UNION, 308 WESTWOOD PZ, ACKERMAN UNION, 308 WESTWOOD PZ",Unknown
2025010774,-,SUSPICIOUS CIRCUMSTANCES,2/26/25  10:34:20AM,2/26/25  10:34:20AM,10833 LE CONTE AVE,REFERRED TO OUTSIDE AGENCY
2025010751,-,ACTUAL FIRE,2/26/25  8:56:18AM,2/26/25  8:56:18AM,"GEFFEN ACADEMY AT UCLA, 11000 KINROSS AVE",REPORT TAKEN
2025010748,-,SUSPICIOUS CIRCUMSTANCES,2/26/25  8:46:40AM,2/26/25  8:46:40AM,3310 SAWTELLE BLVD,UNABLE TO LOCATE
2025010739,-,SUSPICIOUS CIRCUMSTANCES,2/26/25  6:03:03AM,2/26/25  6:03:03AM,485 HALVERN DR,INFORMATION ONLY
2025010737,-,FIRE ALARM,2/26/25  5:56:59AM,2/26/25  5:56:59AM,"PARKING STRUCTURE DD, 409 CHARLES E YOUNG DR W",REPORT TAKEN
2025010719,-,SMELL OF GAS,2/26/25  4:37:14AM,2/26/25  4:37:14AM,"SAXON SUITES, 325 DE NEVE DR",REPORT TAKEN
2025010712,-,MISCELLANEOUS INCIDENT,2/26/25  4:12:03AM,2/26/25  4:12:03AM,425 WESTWOOD PZ,INFORMATION ONLY
2025010695,-,MISSING PERSON(S),2/26/25  2:05:25AM,2/26/25  2:05:25AM,601 WESTWOOD PZ,NON-CRIMINAL MATTER
2025010674,25-0423,VEHICLE TOW REPORT,2/26/25  12:49:00AM,2/26/25  12:50:00AM,"WALLIS ANNENBERG STADIUM, 219 WESTWOOD PZ",Unknown
2025010671,-,LOJACK HIT,2/26/25  12:38:30AM,2/26/25  12:38:30AM,DE NEVE DR/BELLAGIO DR,UNABLE TO LOCATE
2025010664,-,UNAUTHORIZED SUBJECTS,2/26/25  12:15:11AM,2/26/25  12:15:11AM,11000 WEYBURN DR,INFORMATION ONLY
2025010658,-,FIRE ALARM,2/26/25  12:00:15AM,2/26/25  12:00:15AM,"HEDRICK HALL, 250 DE NEVE DR",REPORT TAKEN
2025010607,25-0422,PROPERTY REPORT ONLY,2/25/25  6:45:00PM,2/25/25  10:21:00PM,"GAYLEY COURT, 715 GAYLEY AVE",Unknown
2025010592,25-0421,VEHICLE TOW REPORT,2/25/25  9:04:00PM,2/25/25  9:04:00PM,"JACARANDA COURT, 785 WEYBURN PL",Unknown
2025010580,-,SUBJECT REFUSING TO LEAVE,2/25/25  7:20:43PM,2/25/25  7:20:43PM,"924 WESTWOOD BLVD, Updated as of:",Unknown
2025010578,-,FIRE ALARM,2/25/25  7:12:46PM,2/25/25  7:12:46PM,"KAUFMAN BUILDING, 120 WESTWOOD PZ",INFORMATION ONLY
2025010573,-,SUSPICIOUS CIRCUMSTANCES,2/25/25  6:50:10PM,2/25/25  6:50:10PM,215 CHARLES E YOUNG DR N,DETAIL HANDLED: NO REPORT
2025010562,-,INDECENT EXPOSURE,2/25/25  5:57:55PM,2/25/25  5:57:55PM,403 HILGARD AVE,INFORMATION ONLY
2025010552,25-0420,INVESTIGATION,2/25/25  3:50:00PM,2/25/25  3:50:00PM,Restricted,Unknown
2025010550,-,KEEP THE PEACE,2/25/25  4:27:03PM,2/25/25  4:27:03PM,425 WESTWOOD PZ,DETAIL HANDLED: NO REPORT
2025010548,25-0419,MENTAL DISORDER 72 HR OBSERVATION,2/25/25  4:02:00PM,2/25/25  4:14:00PM,500-BLOCK LANDFAIR AVE,Unknown
2025010534,-,DISTURBING THE PEACE,2/25/25  2:19:54PM,2/25/25  2:19:54PM,1250 16TH ST,REFERRED TO OUTSIDE AGENCY
2025010532,25-0418,PROPERTY REPORT ONLY,2/25/25  2:14:00PM,2/25/25  2:14:00PM,"ROYCE HALL, 10745 DICKSON PZ",Unknown
2025010531,-,DISTURBING THE PEACE,2/25/25  2:08:25PM,2/25/25  2:08:25PM,807 TIVERTON AVE,CANCELLED BY REPORTING PARTY
2025010525 2025010525,25-0417 25-0417,POSSESS NARCOTIC CONTROLLED SUBSTANCE (2) PARAPHERNALIA - POSSESS UNLAWFUL,2/24/25  1:10:00PM  2/24/25  1:10:00PM,2/24/25  1:34:00PM  2/24/25  1:34:00PM,"2199 COTNER AVE/W OLYMPIC BLVD, 2199 COTNER AVE/W OLYMPIC BLVD",Unknown
2025010517,-,FIRE ALARM,2/25/25  12:29:42PM,2/25/25  12:29:42PM,"GLENROCK APARTMENTS 558, 558 GLENROCK AVE",REPORT TAKEN
2025010503,-,GRAND THEFT AUTO,2/25/25  11:21:00AM,2/25/25  11:21:00AM,1515 GRANVILLE AVE,CANCELLED BY REPORTING PARTY
2025010501,25-0416,LOST PROPERTY REPORT,2/25/25  11:26:02AM,2/25/25  11:26:03AM,"CARNESALE COMMONS, 251 CHARLES E YOUNG DR W",Unknown
2025010496,-,SUSPICIOUS PACKAGE,2/25/25  10:44:57AM,2/25/25  10:44:57AM,757 WESTWOOD PZ,NON-CRIMINAL MATTER
2025010494,-,RECOVERED STOLEN VEHICLE,2/25/25  10:41:21AM,2/25/25  10:41:21AM,601 WESTWOOD PZ,INFORMATION ONLY
2025010491,-,INDECENT EXPOSURE,2/25/25  10:30:08AM,2/25/25  10:30:08AM,GAYLEY AVE/LANDFAIR AVE,INFORMATION ONLY
2025010490,25-0415,VANDALISM:DEFACE PROPERTY,2/25/25  7:55:00AM,2/25/25  10:20:00AM,"CHICK-FIL-A, 900 WESTWOOD BLVD",Unknown
2025010486,25-0414,PETTY THEFT - FROM BUILDINGS,2/24/25  11:00:00AM,2/24/25  1:45:00PM,"MEDICAL PLAZA 300 GOLDBERG MEDICAL BLDG, 300 MEDICAL PZ",Unknown
2025010477,-,SUSPICIOUS CIRCUMSTANCES,2/25/25  8:31:08AM,2/25/25  8:31:08AM,"679 GAYLEY AVE, Updated as of:",Unknown
2025010471,-,SUSPICIOUS CIRCUMSTANCES,2/25/25  7:15:13AM,2/25/25  7:15:13AM,485 HALVERN DR,INFORMATION ONLY
2025010469,-,UNAUTHORIZED SUBJECTS,2/25/25  6:08:53AM,2/25/25  6:08:53AM,420 WESTWOOD PZ,WARNED OR ADVISED
2025010464,25-0413,WELFARE CHECK,2/25/25  4:35:00AM,2/25/25  4:35:00AM,VENICE BARRY APARTMENTS,Unknown
2025010460 2025010460 2025010460,25-0412 25-0412 25-0412,APPROPRIATE LOST PROPERTY (2) PARAPHERNALIA - POSSESS UNLAWFUL (3) CA REGS:NON-AFFILIATE IN POSSESSION OF DANGEROUS WPN,2/25/25  3:09:00AM  2/25/25  3:09:00AM  2/25/25  3:09:00AM,2/25/25  3:37:00AM  2/25/25  3:37:00AM  2/25/25  3:37:00AM,"MEDICAL PLAZA 200 PETER MORTON BUILDING, 200 MEDICAL PZ, MEDICAL PLAZA 200 PETER MORTON BUILDING, 200 MEDICAL PZ, MEDICAL PLAZA 200 PETER MORTON BUILDING, 200 MEDICAL PZ",Unknown
2025010438,25-0411,LOST PROPERTY REPORT,2/24/25  12:30:00PM,2/24/25  3:30:00PM,"PALM COURT, 945 WEYBURN AVE",Unknown
2025010390,-,BATTERY,2/24/25  11:16:39PM,2/24/25  11:16:39PM,970 GAYLEY AVE,UNABLE TO LOCATE
2025010348,-,UNAUTHORIZED SUBJECTS,2/24/25  9:10:37PM,2/24/25  9:10:37PM,10920 LINDBROOK DR,CANCELLED BY REPORTING PARTY
2025010341,-,UNAUTHORIZED SUBJECTS,2/24/25  8:13:12PM,2/24/25  8:13:12PM,1070 VETERAN AVE,INFORMATION ONLY
2025010337,-,SUSPICIOUS CIRCUMSTANCES,2/24/25  7:24:05PM,2/24/25  7:24:05PM,280 CHARLES E YOUNG DR N,INFORMATION ONLY
2025010329,-,SUSPICIOUS CIRCUMSTANCES,2/24/25  6:06:26PM,2/24/25  6:06:26PM,215 CHARLES E YOUNG DR N,INFORMATION ONLY
2025010326,-,SUSPICIOUS CIRCUMSTANCES,2/24/25  5:53:13PM,2/24/25  5:53:13PM,VETERAN AVE/MONTANA AVE,INFORMATION ONLY
2025010322,-,VERBAL DISPUTE,2/24/25  5:31:57PM,2/24/25  5:31:57PM,120 WESTWOOD PZ,DETAIL HANDLED: NO REPORT
2025010318,-,ROBBERY ALARM,2/24/25  5:01:33PM,2/24/25  5:01:33PM,400-BLOCK CHARLES E YOUNG DR E,NON-CRIMINAL MATTER
2025010316,-,BATTERY REPORT,2/24/25  4:43:53PM,2/24/25  4:43:53PM,757 WESTWOOD PZ,CANCELLED BY REPORTING PARTY
2025010311,-,SPOUSAL OR COHABITANT ABUSE,2/24/25  4:14:13PM,2/24/25  4:14:13PM,1200-BLOCK 16TH ST,DETAIL HANDLED: NO REPORT
2025010310 2025010310 2025010310 2025010310 2025010310 2025010310,25-0409 25-0409 25-0409 25-0409 25-0409 25-0409,PETTY THEFT - OTHER (2) POSSESS CONTROLLED SUBSTANCE (3) PARAPHERNALIA - POSSESS UNLAWFUL (4) WARRANT ARREST (5) DRIVE WITHO LICENSE (6) MISCELLANEOUS PENAL CODE,2/24/25  4:08:00PM  2/24/25  4:08:00PM  2/24/25  4:08:00PM  2/24/25  4:08:00PM  2/24/25  4:08:00PM  2/24/25  4:08:00PM,2/24/25  4:48:00PM  2/24/25  4:48:00PM  2/24/25  4:48:00PM  2/24/25  4:48:00PM  2/24/25  4:48:00PM  2/24/25  4:48:00PM,"599 GAYLEY AVE/STRATHMORE DR, 599 GAYLEY AVE/STRATHMORE DR, 599 GAYLEY AVE/STRATHMORE DR, Updated as of:, 599 GAYLEY AVE/STRATHMORE DR, 599 GAYLEY AVE/STRATHMORE DR, 599 GAYLEY AVE/STRATHMORE DR",Unknown
2025010304,-,BURGLARY ALARM,2/24/25  3:37:23PM,2/24/25  3:37:23PM,200-BLOCK CHARLES E YOUNG DR N,NON-CRIMINAL MATTER
2025010275,25-0408,PETTY THEFT - FROM BUILDINGS,2/24/25  1:00:00PM,2/24/25  1:10:00PM,760 WESTWOOD PZ,Unknown
2025010266,25-0407,PETTY THEFT REPORT,2/24/25  3:08:36PM,2/24/25  3:08:37PM,,Unknown
2025010258,-,PETTY THEFT REPORT,2/24/25  12:20:28PM,2/24/25  12:20:28PM,3350 SAWTELLE BLVD,CANCELLED BY REPORTING PARTY
2025010242,-,UNAUTHORIZED SUBJECTS,2/24/25  9:55:21AM,2/24/25  9:55:21AM,410 WESTWOOD PZ,WARNED OR ADVISED
2025010241,-,UNAUTHORIZED SUBJECTS,2/24/25  9:54:05AM,2/24/25  9:54:05AM,410 WESTWOOD PZ,CANCELLED BY REPORTING PARTY
2025010240,-,FIRE ALARM,2/24/25  9:45:36AM,2/24/25  9:45:36AM,"ENGINEERING 4, 420 WESTWOOD PZ",REPORT TAKEN
2025010235,-,SUBJECT REFUSING TO LEAVE,2/24/25  8:56:47AM,2/24/25  8:56:47AM,757 WESTWOOD PZ,DETAIL HANDLED: NO REPORT
2025010233,25-0406,MISSING PERSON REPORT,2/23/25  8:35:53AM,2/24/25  8:35:54AM,"UCLA SANTA MONICA HOSPITAL, 1250 16TH ST",Unknown
