Case Number,Date/Time Reported,Date/Time Occurred,Incident Type,Location,Disposition
CSA121124001,12/11/24 0:00,12/11/24 0:00,Stalking,1110 E James E Rogers Way,Closed
2412100003,12/10/24 19:31,12/10/24 18:29,Assist Other Agency/Municipal Criminal Justice,1303 E University Blvd,Closed
2412118001,12/10/24 13:00,12/10/24 13:00,Larceny/All Others,1051 E Mabel St,Closed
2412100001,12/10/24 8:47,12/10/24 8:29,Lost/Property,143O E 2Nd St,Closed
2412110006,12/11/24 15:59,12/10/24 3:00,Larceny/All Others,910 E 5 St,Closed
2501150001,1/15/25 0:35,12/10/24 0:00,Larceny/Bicycles,515 N Tyndall Ave,Closed
2412090010,12/9/24 23:02,12/9/24 21:56,Assault Aggravated/Other/Assault/Minor Injury,1400 E 6Th St,Active
2412090009,12/9/24 18:06,12/9/24 17:16,Found/Property,601 N Highland,Closed
2412090008,12/9/24 17:30,12/9/24 16:25,Miscellaneous/Public,515 N Tyndall,Closed
2412090007,12/9/24 16:34,12/9/24 16:14,Larceny/Bicycle,1121 E 4Th St,Closed
2412090006,12/9/24 15:36,12/9/24 15:30,Found/Property,1852 E 1St St,Closed
2412090004,12/9/24 13:43,12/9/24 12:00,Larceny/Shoplifting,1209 E University Blvd,Arrest
2412090003,12/9/24 11:12,12/9/24 10:32,Lost/Property,1107 E James E Rogers Way,Closed
2412090002,12/9/24 9:46,12/9/24 7:50,Miscellaneous/Public,1240 N. Highland Ave,Closed
2412090001,12/9/24 6:08,12/9/24 5:36,Criminal Damage/Graffiti,1340 E University Blvd,Closed
R00245-2024,12/9/24 0:00,12/9/24 0:00,Minor in Possession (2),602 N Highland,University Diversion
R00246-2024,12/9/24 0:00,12/9/24 0:00,Minor in Possession (2),610 N. Highland,University Diversion
R00247-2024,12/9/24 0:00,12/9/24 0:00,Minor in Possession (2),621 N Highland,University Diversion
2412080010,12/8/24 22:19,12/8/24 22:19,Arrest For Other Jurisdiction/Misd Criminl Warrant,1230 E Speedway Blvd,Arrest
2412080009,12/8/24 17:24,12/8/24 17:24,Assist Other Agency/Municipal Criminal Justice,E Speedway Blvd & Tyndall Ave,Closed
2412080008,12/8/24 17:05,12/8/24 17:05,Criminal Damage/Intentional Vandalism,E Speedway Blvd & N Cherry Ave,Closed
2412080007,12/8/24 16:18,12/8/24 14:23,Larceny/Bicycles,1400 E 6 St,Closed
2412080005,12/8/24 10:24,12/8/24 10:24,Suspicious Activity/Vehicle,1735 North 2Nd Avenue,Closed
2412080002,12/8/24 2:12,12/8/24 4:40,"Assault, Aggravated/Other",515 N Tyndall Ave,Arrest
2412080004,12/8/24 3:21,12/8/24 3:21,Disturbance/Other,610 N Highland Ave,Pending
2412080001,12/7/24 22:46,12/7/24 22:46,Arrest For Other Jurisdiction/Misd Criminl Warrant,1224 North Martin Avenue,Arrest
2412070005,12/7/24 19:13,12/7/24 19:13,Traffic & Motor Vehc Laws/License & Registration,,Closed
2412070006,12/7/24 19:50,12/7/24 19:00,Criminal Damage/Intentional Vandalism,515 N Tyndall Ave,Closed
2412070007,12/7/24 21:09,12/7/24 18:00,Traffic Accident/Hit-And-Run,E 1st St & N HIGHLAND AVE,Closed
2412070004,12/7/24 12:27,12/7/24 12:27,Criminal Damage/Intentional Vandalism,1303 E University Blvd,Closed
2412080006,12/8/24 13:01,12/7/24 12:01,Criminal Damage/Intentional Vandalism,910 E 5 St,Closed
2412070003,12/7/24 10:00,12/7/24 10:00,Found/Property,N Campbell Ave & East Speedway Blvd,Closed
2412070002,12/7/24 3:18,12/7/24 3:18,Larceny/Bicycles,1101 E Mabel St,Closed
