Case Number,Date/Time Occurred,Date/Time Occurred to,OffenseCode,Incident Type,Disposition,CaseDisposition,LocationCode,PatrolZone,Location,Street Address,LocationDirectional,LocationStreet,LocationLatitude,LocationLongitude
25020216,2/1/25 13:30,2/1/25 13:34,9999T,,Closed by Other Means,Not Applicable,PUB,OFFCAM,I75-85 Exit,,,Tenth Street NW,33.7738,-84.3945
25020215,2/1/25 13:42,2/1/25 15:45,13B,Simple Assault,Closed by Arrest,Not Applicable,PUB,Z1,Georgia Tech Police Department,965,,Hemphill Avenue NW,33.781162,-84.403603
25020215,2/1/25 13:42,2/1/25 15:45,35A,Drug/Narcotic Violations,Closed by Arrest,Not Applicable,PUB,Z1,Georgia Tech Police Department,965,,Hemphill Avenue NW,33.781162,-84.403603
25020273,2/1/25 15:20,2/1/25 16:25,26B,Credit Card/Automated Teller Machine Fraud,,Not Applicable,ONCAM,Z1,McCamish Pavillion,965,,Fowler Street NW,,
25020273,2/1/25 15:20,2/1/25 16:25,23A,Pocket-Picking,,Not Applicable,ONCAM,Z1,McCamish Pavillion,965,,Fowler Street NW,,
25020219,2/1/25 22:03,2/1/25 23:00,9999T,,Active,Not Applicable,PUB,Z2,North Avenue @ Techwood Drive  Z2,,,North Avenue NW & Techwood Drive NW,33.77131,-84.392067
25020217,2/1/25 15:57,2/1/25 18:42,23H,All Other Larceny,Closed by Other Means,Not Applicable,ONCAM,Z1,McCamish Pavilion   73   Z1,965,,Fowler Street NW,33.78067585,-84.39276636
25020217,2/1/25 15:57,2/1/25 18:42,280,Stolen Property Offenses,Closed by Other Means,Not Applicable,ONCAM,Z1,McCamish Pavilion   73   Z1,965,,Fowler Street NW,33.78067585,-84.39276636
25020217,2/1/25 15:57,2/1/25 18:42,26B,Credit Card/Automated Teller Machine Fraud,Closed by Other Means,Not Applicable,ONCAM,Z1,McCamish Pavilion   73   Z1,965,,Fowler Street NW,33.78067585,-84.39276636
25020218,2/1/25 22:03,2/1/25 22:03,9999,,Closed by Other Means,,ONCAM,Z2,Tin Drums,88,,5TH ST NW,,
25020273,2/1/25 15:20,2/1/25 16:25,280,Stolen Property Offenses,,Not Applicable,ONCAM,Z1,McCamish Pavillion,965,,Fowler Street NW,,
25020273,2/1/25 15:20,2/1/25 16:25,23A,Pocket-Picking,,Not Applicable,ONCAM,Z1,McCamish Pavillion,965,,Fowler Street NW,,
25020214,2/1/25 10:24,2/1/25 10:30,23H,All Other Larceny,,Not Applicable,ONCAM,Z2,Administration (Tech Tower)  35   Z2,225,,North Avenue NW,33.77248586,-84.39467721
25020214,2/1/25 10:24,2/1/25 10:30,23H,All Other Larceny,,Not Applicable,ONCAM,Z2,Administration (Tech Tower)  35   Z2,225,,North Avenue NW,33.77248586,-84.39467721
25020214,2/1/25 10:24,2/1/25 10:30,90J,Trespass of Real Property,,Not Applicable,ONCAM,Z2,Administration (Tech Tower)  35   Z2,225,,North Avenue NW,33.77248586,-84.39467721
25020226,2/1/25 17:45,2/3/25 17:00,370,Pornography/Obscene Material,Active,Not Applicable,NONCLERY,Z1,House,559,,Tenth Street  NW,,
25020226,2/1/25 17:45,2/3/25 17:00,9999,,Active,Not Applicable,NONCLERY,Z1,House,559,,Tenth Street  NW,,
25010204,1/31/25 20:50,1/31/25 21:15,9999EMS,,Closed by Other Means,Not Applicable,ONCAM,Z4,Campus Recreation Center   160   Z4,750,,Ferst Drive NW,33.77546401,-84.40349901
25010207,1/31/25 3:09,1/31/25 4:10,90D,Driving Under the Influence,Closed by Arrest,Not Applicable,PUB,Z2,North Avenue @ Williams Street  Z2,,,North Avenue NW & Williams Street NW,33.771345,-84.390686
25010207,1/31/25 3:09,1/31/25 4:10,9999T,,Closed by Arrest,Not Applicable,PUB,Z2,North Avenue @ Williams Street  Z2,,,North Avenue NW & Williams Street NW,33.771345,-84.390686
25010207,1/31/25 3:09,1/31/25 4:10,9999T,,Closed by Arrest,Not Applicable,PUB,Z2,North Avenue @ Williams Street  Z2,,,North Avenue NW & Williams Street NW,33.771345,-84.390686
25010212,1/31/25 17:22,1/31/25 18:45,23D,Theft From Building,Inactive,Not Applicable,ONCAM,Z2,Clough Undergraduate Learning Commons  166  Z2,266,,Fourth Street NW,33.7746818,-84.39637939
25010199,1/30/25 9:40,1/30/25 9:58,90Z,All Other Offenses,Closed by Other Means,Not Applicable,ONCAM,Z1,Centennial Research Building   790   Z1,400,,Tenth Street NW,33.7810026,-84.40037116
25010210,1/30/25 11:00,1/30/25 15:00,23D,Theft From Building,Unfounded,Not Applicable,ONCAM,Z3,East Architectural Bldg,245,,4TH ST NW,33.781162,-84.403603
25010197,1/30/25 2:57,1/30/25 3:25,8399,,Closed by Arrest,Not Applicable,NONCLERY,Z1,Hemphill Avenue @ Ethel Street Z1,,,,33.779769,-84.402545
25010197,1/30/25 2:57,1/30/25 3:25,35A,Drug/Narcotic Violations,Closed by Arrest,Not Applicable,NONCLERY,Z1,Hemphill Avenue @ Ethel Street Z1,,,,33.779769,-84.402545
25010202,1/30/25 12:09,1/30/25 12:41,9999F,,Closed by Other Means,,ONCAM,Z1,Family Apartments,251,,Tenth Street NW,33.781993,-84.395526
25010200,1/30/25 9:38,nan nan,9999V,,Unfounded,Not Applicable,ONCAMRES,Z2,Cloudman Residence Hall   13  Z2,661,,Techwood Drive NW,33.77279729,-84.39162219
25010206,1/30/25 23:32,1/31/25 2:30,9999MH,,Closed by Other Means,Not Applicable,ONCAMRES,Z4,Maulding,501,,Sixth Street,,
25010195,1/29/25 1:44,1/29/25 2:35,9999W,,Closed by Arrest,Not Applicable,NONCLERY,Z1,,,,Fourteenth Street @ McMillan Street,,
25010195,1/29/25 1:44,1/29/25 2:35,9999T,,Closed by Arrest,Not Applicable,NONCLERY,Z1,,,,Fourteenth Street @ McMillan Street,,
25010194,1/29/25 1:53,1/29/25 2:01,90Z,All Other Offenses,Active,Not Applicable,NONCLERY,Z2,Cheetah Lounge,,,Spring Street @ Abercrombie Place NW,33.778049,-84.38878
25010194,1/29/25 1:53,1/29/25 2:01,90Z,All Other Offenses,Active,Not Applicable,NONCLERY,Z2,Cheetah Lounge,,,Spring Street @ Abercrombie Place NW,33.778049,-84.38878
25010194,1/29/25 1:53,1/29/25 2:01,35A,Drug/Narcotic Violations,Active,Not Applicable,NONCLERY,Z2,Cheetah Lounge,,,Spring Street @ Abercrombie Place NW,33.778049,-84.38878
25010194,1/29/25 1:53,1/29/25 2:01,9999T,,Active,Not Applicable,NONCLERY,Z2,Cheetah Lounge,,,Spring Street @ Abercrombie Place NW,33.778049,-84.38878
25010194,1/29/25 1:53,1/29/25 2:01,9999T,,Active,Not Applicable,NONCLERY,Z2,Cheetah Lounge,,,Spring Street @ Abercrombie Place NW,33.778049,-84.38878
25010193,1/29/25 0:50,1/29/25 1:13,9999MH,,Active,Not Applicable,ONCAMRES,Z2,Field Residence Hall   90   Z2,711,,Techwood Drive NW,33.77420925,-84.39165079
25010198,1/29/25 15:25,nan nan,9999T,,Active,Not Applicable,ONCAM,Z3,Ferst Drive at Student Center,351,,Ferst Drive NW,33.77413608,-84.39881802
25010190,1/28/25 18:45,1/28/25 21:45,23D,Theft From Building,Inactive,Not Applicable,ONCAM,Z4,Campus Recreation Center   160   Z4,750,,Ferst Drive NW,33.77546401,-84.40349901
25010181,1/28/25 2:23,1/28/25 3:33,9999EMS,,Closed by Other Means,Not Applicable,ONCAMRES,Z4,Eighth Street Apartments South,555,,Eighth Street NW,33.78012873,-84.40513865
25010188,1/28/25 19:10,1/28/25 19:10,240,Motor Vehicle Theft,Closed by Arrest,Not Applicable,ONCAM,Z2,NAA Dining Hall,120,,North Avenue NW,33.77101,-84.3913
25010188,1/28/25 19:10,1/28/25 19:10,90B,Curfew/Loitering/Vagrancy Violations,Closed by Arrest,Not Applicable,ONCAM,Z2,NAA Dining Hall,120,,North Avenue NW,33.77101,-84.3913
25010188,1/28/25 19:10,1/28/25 19:10,290,Destruction/Damage/Vandalism of Property,Closed by Arrest,Not Applicable,ONCAM,Z2,NAA Dining Hall,120,,North Avenue NW,33.77101,-84.3913
25010188,1/28/25 19:10,1/28/25 19:10,90J,Trespass of Real Property,Closed by Arrest,Not Applicable,ONCAM,Z2,NAA Dining Hall,120,,North Avenue NW,33.77101,-84.3913
25010179,1/28/25 0:35,1/28/25 7:15,9999T,,Closed by Arrest,Not Applicable,PUB,Z1,Tenth Street @ Holly Street  Z1,,,Tenth Street NW & Holly Street NW,33.781517,-84.396069
25010179,1/28/25 0:35,1/28/25 7:15,9999,,Closed by Arrest,Not Applicable,PUB,Z1,Tenth Street @ Holly Street  Z1,,,Tenth Street NW & Holly Street NW,33.781517,-84.396069
25020258,1/28/25 10:00,2/7/25 11:26,9999,,Closed by Other Means,Not Applicable,ONCAM,,,965,,Hemphill Avenue NW,33.781162,-84.403603
25010182,1/28/25 2:39,1/28/25 4:39,9999MH,,Closed by Other Means,Not Applicable,ONCAMRES,Z2,Field Residence Hall   90   Z2,711,,Techwood Drive NW,33.77420925,-84.39165079
25010183,1/28/25 14:59,1/28/25 nan,9999,,Closed by Other Means,,ONCAM,Z1,Georgia Tech Police Department,965,,Hemphill Avenue NW,33.781162,-84.403603
25010186,1/28/25 13:21,1/28/25 13:21,9999,,Closed by Other Means,,ONCAM,Z1,,505,,Tenth Street NW,33.78167605,-84.40393633
25010188,1/28/25 19:10,1/28/25 19:10,90Z,All Other Offenses,Closed by Arrest,Not Applicable,ONCAM,Z2,NAA Dining Hall,120,,North Avenue NW,33.77101,-84.3913
25010175,1/27/25 10:05,1/27/25 10:27,9999EMS,,Closed by Other Means,Not Applicable,ONCAMRES,Z4,Crecine Residence Hall   131   Z4,900,,Hemphill Avenue NW,33.7800571,-84.40351893
25010178,1/27/25 18:13,1/27/25 18:34,90D,Driving Under the Influence,Closed by Arrest,,PUB,Z1,Atlantic Drive  NW @ Ferst Drive  NW,,,,33.778264,-84.397802
25010178,1/27/25 18:13,1/27/25 18:34,9999T,,Closed by Arrest,,PUB,Z1,Atlantic Drive  NW @ Ferst Drive  NW,,,,33.778264,-84.397802
25010171,1/26/25 3:07,1/26/25 4:43,90D,Driving Under the Influence,Closed by Arrest,Not Applicable,NONCLERY,Z2,West Peachtree Street @ Peachtree Place,,,West Peachtree Street @ Peachtree Place,,
25010177,1/26/25 19:26,1/26/25 19:28,90Z,All Other Offenses,Closed by Arrest,Not Applicable,ONCAM,Z4,Crecine Residence Hall   131   Z4,900,,Hemphill Avenue NW,33.7800571,-84.40351893
25010177,1/26/25 19:26,1/26/25 19:28,290,Destruction/Damage/Vandalism of Property,Closed by Arrest,Not Applicable,ONCAM,Z4,Crecine Residence Hall   131   Z4,900,,Hemphill Avenue NW,33.7800571,-84.40351893
25010177,1/26/25 19:26,1/26/25 19:28,240,Motor Vehicle Theft,Closed by Arrest,Not Applicable,ONCAM,Z4,Crecine Residence Hall   131   Z4,900,,Hemphill Avenue NW,33.7800571,-84.40351893
25010177,1/26/25 19:26,1/26/25 19:28,90B,Curfew/Loitering/Vagrancy Violations,Closed by Arrest,Not Applicable,ONCAM,Z4,Crecine Residence Hall   131   Z4,900,,Hemphill Avenue NW,33.7800571,-84.40351893
25010177,1/26/25 19:26,1/26/25 19:28,90J,Trespass of Real Property,Closed by Arrest,Not Applicable,ONCAM,Z4,Crecine Residence Hall   131   Z4,900,,Hemphill Avenue NW,33.7800571,-84.40351893
25010185,1/26/25 8:00,1/26/25 23:59,9999,,Closed by Other Means,Not Applicable,NONCLERY,OFFCAM,,795,,Grove Valley Drive,,
25010172,1/26/25 2:30,1/26/25 3:40,9999,,Closed by Other Means,,ONCAMRES,Z4,Crecine Residence Hall   131   Z4,900,,Hemphill Avenue NW,33.7800571,-84.40351893
25010173,1/26/25 12:06,1/26/25 12:08,240,Motor Vehicle Theft,Closed by Exception,Victim Refused to Cooperate,ONCAM,Z3,Manufacturing Research Center (MaRC),813,,Ferst Drive NW,33.77759931,-84.40134285
25010169,1/26/25 0:49,1/25/25 1:25,9999T,,Closed by Other Means,Not Applicable,NONCLERY,Z2,North Avenue @ Spring Street  Z2,,,North Avenue NW & Spring Street NW,33.771335,-84.388862
25010169,1/26/25 0:49,1/25/25 1:25,90Z,All Other Offenses,Closed by Other Means,Not Applicable,NONCLERY,Z2,North Avenue @ Spring Street  Z2,,,North Avenue NW & Spring Street NW,33.771335,-84.388862
25010167,1/25/25 10:59,1/25/25 11:00,9999T,,Closed by Other Means,Not Applicable,PUB,Z2,Fowler Street NW @ Bobby Dodd Way NW,,,,33.77435814,-84.39414052
25010163,1/25/25 0:24,1/25/25 0:55,35A,Drug/Narcotic Violations,Closed by Arrest,Not Applicable,PUB,Z4,Marietta Street @ Means Street,,,,33.773135,-84.40318
25010164,1/25/25 1:05,1/25/25 3:05,90D,Driving Under the Influence,Closed by Arrest,Not Applicable,PUB,Z1,Tenth Street @ Williams Street  Z1,,,Tenth Street NW & Williams Street NW,33.781544,-84.390576
25010164,1/25/25 1:05,1/25/25 3:05,9999T,,Closed by Arrest,Not Applicable,PUB,Z1,Tenth Street @ Williams Street  Z1,,,Tenth Street NW & Williams Street NW,33.781544,-84.390576
25010168,1/25/25 19:40,1/25/25 20:00,35A,Drug/Narcotic Violations,Closed by Exception,Prosecution Declined,ONCAMRES,Z4,Woodruff Residence Hall   116   Z4,890,,Curran Street NW,33.77910743,-84.40662487
25010166,1/25/25 9:06,nan nan,9999V,,Active,,PUB,OFFCAM,,,,NORTHSIDE DR NW,,
25010168,1/25/25 19:40,1/25/25 20:00,8399,,Closed by Exception,Prosecution Declined,ONCAMRES,Z4,Woodruff Residence Hall   116   Z4,890,,Curran Street NW,33.77910743,-84.40662487
25010168,1/25/25 19:40,1/25/25 20:00,9999EMS,,Closed by Exception,Prosecution Declined,ONCAMRES,Z4,Woodruff Residence Hall   116   Z4,890,,Curran Street NW,33.77910743,-84.40662487
25010159,1/24/25 16:00,1/24/25 17:01,9999,,Closed by Other Means,Not Applicable,ONCAM,Z4,Carbon Neutral Energy Solutions Lab,495,,Tech Way NW,33.77092365,-84.40184365
25010152,1/24/25 0:18,1/24/25 1:26,9999,,Closed by Other Means,Not Applicable,ONCAMRES,Z4,Montag Residence Hall,845,,McMillan Street NW,33.77786259,-84.40391086
25010153,1/24/25 1:36,1/24/25 2:00,9999T,,Closed by Arrest,Not Applicable,PUB,Z2,Spring Street @ Armstead Place   Z2,,,Spring Street @ Armstead Place NW,33.775887,-84.388809
25010156,1/24/25 15:05,1/24/25 15:17,9999,,Closed by Other Means,Not Applicable,ONCAM,Z3,Student Center,351,,Ferst Drive NW,33.77413608,-84.39881802
25010174,1/24/25 14:00,nan nan,9999,,Closed by Other Means,,NONCAM,OFFCAM,,965,,Hemphill Ave NW,,
25020409,1/24/25 11:30,2/23/25 9:30,9999,,Active,,NONCLERY,OFFCAM,Kinetic Apartments,1025,,Spring Street  NW,33.781162,-84.403603
25010143,1/23/25 2:27,1/23/25 3:50,90D,Driving Under the Influence,Closed by Arrest,Not Applicable,NONCLERY,Z2,,,,North Avenue @ Peachtree Street NE,,
25010143,1/23/25 2:27,1/23/25 3:50,9999T,,Closed by Arrest,Not Applicable,NONCLERY,Z2,,,,North Avenue @ Peachtree Street NE,,
25010146,1/23/25 8:50,1/23/25 10:00,23D,Theft From Building,Unfounded,Not Applicable,ONCAM,Z4,Campus Recreation Center,750,,FERST DR NW,,
25010149,1/23/25 12:59,1/23/25 12:59,9999,,Closed by Other Means,Not Applicable,ONCAM,Z3,Student Center Parking Deck   54  Z3,391,,Ferst Drive NW,33.7741731,-84.40058314
25010147,1/23/25 11:00,1/23/25 12:30,9999T,,Inactive,Not Applicable,NONCAM,Z2,Lambda Chi Alpha Fraternity   312   Z2,792,,Techwood Drive NW,33.77625976,-84.39238188
25010151,1/23/25 17:23,1/23/25 17:33,9999V,,Active,,ONCAM,Z1,O'Keefe Language Institute,151,,Sixth Street,,
25010144,1/23/25 3:19,1/23/25 5:47,35A,Drug/Narcotic Violations,Closed by Arrest,Not Applicable,ONCAM,Z2,Georgia Tech Hotel & Conference Center   171  Z2,800,,Spring Street NW,33.77634325,-84.38930792
25010144,1/23/25 3:19,1/23/25 5:47,90J,Trespass of Real Property,Closed by Arrest,Not Applicable,ONCAM,Z2,Georgia Tech Hotel & Conference Center   171  Z2,800,,Spring Street NW,33.77634325,-84.38930792
25010157,1/23/25 12:00,1/24/25 14:55,23D,Theft From Building,Inactive,Not Applicable,ONCAMRES,Z2,NAA East  191  Z2,120,,North Avenue NW,33.76952,-84.39097
25010135,1/22/25 9:59,1/22/25 9:59,9999MH,,Active,,NONCLERY,OFFCAM,San Diego  CA,,,,33.781162,-84.403603
25010140,1/22/25 17:29,1/22/25 18:19,9999,,Closed by Other Means,Not Applicable,PUB,Z2,Fifth Street &,,,Spring Street,,
25010140,1/22/25 17:29,1/22/25 18:19,9999T,,Closed by Other Means,Not Applicable,PUB,Z2,Fifth Street &,,,Spring Street,,
25010140,1/22/25 17:29,1/22/25 18:19,9999T,,Closed by Other Means,Not Applicable,PUB,Z2,Fifth Street &,,,Spring Street,,
25010136,1/22/25 10:55,1/22/25 10:55,9999,,Closed by Other Means,Not Applicable,ONCAM,Z2,Sigma Nu Fraternity   325   Z2,750,,Fowler Street NW,33.77508113,-84.39432488
25010138,1/22/25 12:10,nan nan,9999,,Closed by Other Means,Not Applicable,ONCAMRES,Z4,Woodruff Residence Hall   116   Z4,890,,Curran Street NW,33.77910743,-84.40662487
25010139,1/22/25 15:06,1/22/25 16:33,9999,,Active,,ONCAMRES,Z2,NAA North  191  Z2,120,,North Avenue NW,33.77058,-84.39095
25010130,1/21/25 10:28,1/21/25 10:55,9999,,Active,,ONCAMRES,Z1,Graduate Living Center   52  Z1,301,,Tenth Street NW,33.78195744,-84.39660566
25010127,1/21/25 3:04,1/21/25 5:40,35A,Drug/Narcotic Violations,Closed by Arrest,Not Applicable,NONCLERY,Z2,Spring Street & Eighth Street  Z2,,,Spring Street & Eighth Street NW,33.779553,-84.388826
25010133,1/21/25 18:52,1/21/25 20:57,9999EMS,,Closed by Other Means,Not Applicable,ONCAMRES,Z2,NAA North,120,,North Avenue NW,33.77058,-84.39095
25010134,1/21/25 21:20,1/21/25 21:22,26B,Credit Card/Automated Teller Machine Fraud,,Not Applicable,ONCAM,Z4,Campus Recreation Center,750,,Ferst Drive NW,33.77546401,-84.40349901
25010131,1/21/25 11:55,1/21/25 12:57,9999T,,Closed by Arrest,Not Applicable,PUB,Z2,,,,North Ave NW @ Centennial Olympic Park Ave,,
25010132,1/21/25 14:02,1/21/25 14:30,290,Destruction/Damage/Vandalism of Property,Inactive,Not Applicable,ONCAM,Z2,NAA North Parking Deck,120,,North Avenue NW,33.7706,-84.391865
25010134,1/21/25 21:20,1/21/25 21:22,23D,Theft From Building,,Not Applicable,ONCAM,Z4,Campus Recreation Center,750,,Ferst Drive NW,33.77546401,-84.40349901
25010134,1/21/25 21:20,1/21/25 21:22,90J,Trespass of Real Property,,Not Applicable,ONCAM,Z4,Campus Recreation Center,750,,Ferst Drive NW,33.77546401,-84.40349901
25010127,1/21/25 3:04,1/21/25 5:40,90D,Driving Under the Influence,Closed by Arrest,Not Applicable,NONCLERY,Z2,Spring Street & Eighth Street  Z2,,,Spring Street & Eighth Street NW,33.779553,-84.388826
25010127,1/21/25 3:04,1/21/25 5:40,9999T,,Closed by Arrest,Not Applicable,NONCLERY,Z2,Spring Street & Eighth Street  Z2,,,Spring Street & Eighth Street NW,33.779553,-84.388826
25010145,1/21/25 14:30,1/23/25 6:00,23H,All Other Larceny,Inactive,Not Applicable,ONCAM,Z4,NARA Tech Way Building,505,,Tech Way NW,33.77098571,-84.4026612
25010128,1/21/25 3:42,1/21/25 4:47,9999T,,Closed by Arrest,Not Applicable,NONCLERY,Z2,Spring Street @ Ponce De Leon Avenue  Z2,,,Spring Street NW & Ponce De Leon Avenue NW,33.772432,-84.388859
25010128,1/21/25 3:42,1/21/25 4:47,9999T,,Closed by Arrest,Not Applicable,NONCLERY,Z2,Spring Street @ Ponce De Leon Avenue  Z2,,,Spring Street NW & Ponce De Leon Avenue NW,33.772432,-84.388859
25010128,1/21/25 3:42,1/21/25 4:47,9999T,,Closed by Arrest,Not Applicable,NONCLERY,Z2,Spring Street @ Ponce De Leon Avenue  Z2,,,Spring Street NW & Ponce De Leon Avenue NW,33.772432,-84.388859
25010128,1/21/25 3:42,1/21/25 4:47,9999,,Closed by Arrest,Not Applicable,NONCLERY,Z2,Spring Street @ Ponce De Leon Avenue  Z2,,,Spring Street NW & Ponce De Leon Avenue NW,33.772432,-84.388859
25010155,1/20/25 14:48,1/24/25 14:49,T-Bike,,Closed by Arrest,Not Applicable,ONCAM,Z2,Delta Chi Fraternity,176,,Fifth Street NW,33.776695,-84.392897
25010155,1/20/25 14:48,1/24/25 14:49,90B,Curfew/Loitering/Vagrancy Violations,Closed by Arrest,Not Applicable,ONCAM,Z2,Delta Chi Fraternity,176,,Fifth Street NW,33.776695,-84.392897
25010125,1/20/25 10:36,1/20/25 10:37,9999MH,,Closed by Exception,Not Applicable,ONCAMRES,Z1,Center Street Apartments   132  Z1,939,,Hemphill Avenue NW,33.78005124,-84.40198786
25010155,1/20/25 14:48,1/24/25 14:49,90J,Trespass of Real Property,Closed by Arrest,Not Applicable,ONCAM,Z2,Delta Chi Fraternity,176,,Fifth Street NW,33.776695,-84.392897
25010155,1/20/25 14:48,1/24/25 14:49,23H,All Other Larceny,Closed by Arrest,Not Applicable,ONCAM,Z2,Delta Chi Fraternity,176,,Fifth Street NW,33.776695,-84.392897
25010155,1/20/25 14:48,1/24/25 14:49,9999,,Closed by Arrest,Not Applicable,ONCAM,Z2,Delta Chi Fraternity,176,,Fifth Street NW,33.776695,-84.392897
25010121,1/19/25 1:47,1/19/25 2:32,9999,,Closed by Other Means,Not Applicable,ONCAMRES,Z1,Center Street Apartments   132  Z1,939,,Hemphill Avenue NW,33.78005124,-84.40198786
25010120,1/19/25 3:17,1/19/25 4:05,90D,Driving Under the Influence,Closed by Arrest,Not Applicable,PUB,Z2,NORTH AVE @ WILLAMS STREET,610,,SPRING ST NW,,
25010120,1/19/25 3:17,1/19/25 4:05,9999T,,Closed by Arrest,Not Applicable,PUB,Z2,NORTH AVE @ WILLAMS STREET,610,,SPRING ST NW,,
25010119,1/19/25 1:34,1/19/25 4:34,35B,Drug Equipment Violations,Closed by Arrest,Not Applicable,PUB,Z4,Digital Fabrication Lab  158   Z4,676,,Marietta Street NW,33.7716421,-84.40158706
25010119,1/19/25 1:34,1/19/25 4:34,35A,Drug/Narcotic Violations,Closed by Arrest,Not Applicable,PUB,Z4,Digital Fabrication Lab  158   Z4,676,,Marietta Street NW,33.7716421,-84.40158706
25010119,1/19/25 1:34,1/19/25 4:34,9999T,,Closed by Arrest,Not Applicable,PUB,Z4,Digital Fabrication Lab  158   Z4,676,,Marietta Street NW,33.7716421,-84.40158706
25010119,1/19/25 1:34,1/19/25 4:34,9999T,,Closed by Arrest,Not Applicable,PUB,Z4,Digital Fabrication Lab  158   Z4,676,,Marietta Street NW,33.7716421,-84.40158706
25010126,1/19/25 19:00,1/20/25 9:00,240,Motor Vehicle Theft,Inactive,Not Applicable,ONCAMRES,Z1,Family Apartments   180   Z1,251,,Tenth Street NW,33.781993,-84.395526
25010118,1/19/25 0:40,1/19/25 1:43,23H,All Other Larceny,Closed by Exception,Prosecution Declined,PUB,Z1,Fowler Street @ Ferst Drive  Z1,,,Fowler Street NW & Ferst Drive NW,33.77699,-84.393645
25010118,1/19/25 0:40,1/19/25 1:43,90Z,All Other Offenses,Closed by Exception,Prosecution Declined,PUB,Z1,Fowler Street @ Ferst Drive  Z1,,,Fowler Street NW & Ferst Drive NW,33.77699,-84.393645
25010118,1/19/25 0:40,1/19/25 1:43,8399,,Closed by Exception,Prosecution Declined,PUB,Z1,Fowler Street @ Ferst Drive  Z1,,,Fowler Street NW & Ferst Drive NW,33.77699,-84.393645
25010113,1/18/25 11:01,1/18/25 11:02,9999T,,Closed by Arrest,Not Applicable,PUB,Z1,10th Street NW and Hemphill Ave NW,,,,33.78167605,-84.40393633
25010113,1/18/25 11:01,1/18/25 11:02,9999T,,Closed by Arrest,Not Applicable,PUB,Z1,10th Street NW and Hemphill Ave NW,,,,33.78167605,-84.40393633
25010111,1/18/25 0:41,1/18/25 3:30,90C,Disorderly Conduct,Closed by Arrest,Not Applicable,NONCLERY,Z2,Spring Street @ 8th Street - Cheetah Club,,,,,
25010112,1/18/25 1:59,1/18/25 2:20,8399,,Closed by Other Means,Prosecution Declined,PUB,Z2,Techwood Drive @ Bobby Dodd Way,,,Techwood Drive NW & Bobby Dodd Way NW,33.773942,-84.392003
25010112,1/18/25 1:59,1/18/25 2:20,90G,Liquor Law Violations,Closed by Other Means,Prosecution Declined,PUB,Z2,Techwood Drive @ Bobby Dodd Way,,,Techwood Drive NW & Bobby Dodd Way NW,33.773942,-84.392003
25010116,1/18/25 22:58,1/19/25 0:16,9999W,,Closed by Arrest,Not Applicable,NONCLERY,Z2,West Peachtree Street @ 9th Street,,,,33.77836802,-84.38668802
25010105,1/17/25 12:45,1/17/25 12:50,9999T,,Closed by Other Means,Not Applicable,ONCAM,Z3,Student Center Parking Deck   54  Z3,391,,Ferst Drive NW,33.7741731,-84.40058314
25010106,1/17/25 16:24,1/17/25 17:08,250,Counterfeiting/Forgery,Closed by Exception,Prosecution Declined,ONCAM,Z3,Student Center,351,,Ferst Drive NW,33.77413608,-84.39881802
25010106,1/17/25 16:24,1/17/25 17:08,8399,,Closed by Exception,Prosecution Declined,ONCAM,Z3,Student Center,351,,Ferst Drive NW,33.77413608,-84.39881802
25010106,1/17/25 16:24,1/17/25 17:08,9999,,Closed by Exception,Prosecution Declined,ONCAM,Z3,Student Center,351,,Ferst Drive NW,33.77413608,-84.39881802
25010102,1/17/25 2:57,1/17/25 5:28,9999W,,Closed by Arrest,Not Applicable,PUB,Z3,Ferst Drive @ Regents Drive  Z4,,,Ferst Drive NW & Regents Drive NW,33.774244,-84.402375
25010102,1/17/25 2:57,1/17/25 5:28,520,Weapon Law Violations,Closed by Arrest,Not Applicable,PUB,Z3,Ferst Drive @ Regents Drive  Z4,,,Ferst Drive NW & Regents Drive NW,33.774244,-84.402375
25010109,1/17/25 22:55,1/18/25 23:15,90G,Liquor Law Violations,Closed by Exception,Prosecution Declined,ONCAM,Z1,Center Street Apartments   132  Z1,939,,Hemphill Avenue NW,33.78005124,-84.40198786
25010109,1/17/25 22:55,1/18/25 23:15,250,Counterfeiting/Forgery,Closed by Exception,Prosecution Declined,ONCAM,Z1,Center Street Apartments   132  Z1,939,,Hemphill Avenue NW,33.78005124,-84.40198786
25010109,1/17/25 22:55,1/18/25 23:15,8399,,Closed by Exception,Prosecution Declined,ONCAM,Z1,Center Street Apartments   132  Z1,939,,Hemphill Avenue NW,33.78005124,-84.40198786
25010148,1/17/25 18:10,1/23/25 12:05,90B,Curfew/Loitering/Vagrancy Violations,Closed by Other Means,Not Applicable,NONCLERY,Z2,NAA dining Hall Bike Rack,120,,North Avenue NW,33.771499,-84.389315
25010148,1/17/25 18:10,1/23/25 12:05,23H,All Other Larceny,Closed by Other Means,Not Applicable,NONCLERY,Z2,NAA dining Hall Bike Rack,120,,North Avenue NW,33.771499,-84.389315
25010148,1/17/25 18:10,1/23/25 12:05,T-Bike,,Closed by Other Means,Not Applicable,NONCLERY,Z2,NAA dining Hall Bike Rack,120,,North Avenue NW,33.771499,-84.389315
25010148,1/17/25 18:10,1/23/25 12:05,9999,,Closed by Other Means,Not Applicable,NONCLERY,Z2,NAA dining Hall Bike Rack,120,,North Avenue NW,33.771499,-84.389315
